ID,Offset,Condition,bin,com.raw.distance,com.distance.moving,com.raw.speed,com.speed.moving,com.percentage.moving,ZT,norm_raw_distance,norm_filtered_distance
102120_left_com3,0,cycle,41,71.97051608,15.00263144,0.01999181,0.05310666,7.847222222,17,0.309515873,0.135856688
102120_left_com3,0,cycle,42,77.6421115,8.102573175,0.021567253,0.040111748,5.611111111,18,0.333907095,0.073373046
102120_left_com3,0,cycle,43,99.64798312,34.67704298,0.027679995,0.059024754,16.31944444,19,0.428545385,0.314018793
102120_left_com3,0,cycle,44,130.0254677,65.87510329,0.036118185,0.065126153,28.09722222,20,0.559186572,0.596533576
102120_left_com3,0,cycle,45,63.28899157,6.492705151,0.017580275,0.050923178,3.541666667,21,0.272180173,0.058794847
102120_left_com3,0,cycle,46,69.37207553,10.85646647,0.019270021,0.07213599,4.180555556,22,0.298341039,0.098310992
102120_left_com3,0,cycle,47,93.67452084,22.97860774,0.0260207,0.093030801,6.861111111,23,0.402855957,0.208083333
102120_left_com3,0,cycle,48,180.6591068,110.4298332,0.050183085,0.091453278,33.54166667,0,0.776941229,1
102120_left_com3,0,cycle,49,107.6438766,42.12626451,0.029901077,0.081246412,14.40277778,1,0.462932466,0.381475398
102120_left_com3,0,cycle,50,47.5454324,1.409354608,0.013207065,0.038090665,1.027777778,2,0.204473538,0.012762444
102120_left_com3,0,cycle,51,52.84526444,5.547932351,0.01467924,0.053603211,2.875,3,0.227265957,0.050239434
102120_left_com3,0,cycle,52,29.48866298,0.024060987,0.008191295,0.048121974,0.013888889,4,0.126818728,0.000217885
102120_left_com3,0,cycle,53,89.49918541,29.30023298,0.024860885,0.083714951,9.722222222,5,0.38489954,0.265328962
102120_left_com3,0,cycle,54,50.34384486,6.678802605,0.013984401,0.102750809,1.805555556,6,0.21650837,0.060480057
102120_left_com3,0,cycle,55,43.50291548,1.829553467,0.012084143,0.050124753,1.013888889,7,0.187088319,0.016567565
102120_left_com3,0,cycle,56,48.85571623,2.360248388,0.013571032,0.038692597,1.694444444,8,0.210108535,0.021373286
102120_left_com3,0,cycle,57,184.9201634,39.90962276,0.051366712,0.251003917,4.416666667,9,0.795266298,0.361402545
102120_left_com3,0,cycle,58,62.08472065,3.477915335,0.017245756,0.041158761,2.347222222,10,0.267001094,0.031494346
102120_left_com3,0,cycle,59,53.47380979,2.992884993,0.014853836,0.062351771,1.333333333,11,0.229969074,0.027102142
102120_left_com3,0,cycle,60,44.62838776,1.581971368,0.012396774,0.083261651,0.527777778,12,0.191928517,0.01432558
102120_left_com3,0,cycle,61,47.65736788,0.725333118,0.013238158,0.032237027,0.625,13,0.204954927,0.006568271
102120_left_com3,0,cycle,62,71.58920908,6.753995223,0.019885891,0.042611957,4.402777778,14,0.307876027,0.061160966
102120_left_com3,0,cycle,63,54.54899735,0.522464658,0.015152499,0.028241333,0.513888889,15,0.234593018,0.004731191
102120_left_com3,0,cycle,64,63.4868812,3.754558372,0.017635245,0.042186049,2.472222222,16,0.273031215,0.033999493
102120_left_com3,0,cycle,65,61.89639897,2.676577558,0.017193444,0.097330093,0.763888889,17,0.266191199,0.024237812
102120_left_com3,0,cycle,66,63.39292254,11.95354738,0.017609145,0.192799151,1.722222222,18,0.272627138,0.108245635
102120_left_com3,0,cycle,67,82.94525141,16.82985367,0.023040348,0.078828354,5.930555556,19,0.35671374,0.152403143
102120_left_com3,0,cycle,68,79.71677799,8.176713573,0.022143549,0.165186133,1.375,20,0.342829391,0.074044426
102120_left_com3,0,cycle,69,41.84658251,1.69203384,0.011624051,0.045730644,1.027777778,21,0.179965106,0.015322253
102120_left_com3,0,cycle,70,118.4614249,27.6869945,0.032905951,0.164314507,4.680555556,22,0.509454335,0.250720242
102120_left_com3,0,cycle,71,34.56624642,0.071608174,0.009601735,0.023869391,0.083333333,23,0.148655346,0.00064845
102120_left_com3,0,cycle,72,97.32213521,34.02881955,0.027033926,0.075619599,12.5,0,0.418542861,0.308148791
102120_left_com3,0,cycle,73,79.3965552,16.13099437,0.022054599,0.049405802,9.069444444,1,0.341452243,0.146074606
102120_left_com3,0,cycle,74,89.15501513,24.45983675,0.024765282,0.06775578,10.02777778,2,0.383419404,0.221496638
102120_left_com3,0,cycle,75,88.34879072,30.56534489,0.024541331,0.073298189,11.58333333,3,0.379952161,0.276785213
102120_left_com3,0,cycle,76,74.73978543,14.73717734,0.020761052,0.062182183,6.583333333,4,0.321425373,0.133452862
